uniqueId,teamName,condition,timezone,stageName,stageDay,goalSetComplete,firstTaskGoal,addTaskGoals,addFirstRelGoal,addRelGoals,addRelGoalsLater,Inclusion_Dimension_1,Inclusion_Dimension_2
16721798,AcademicThunder,MCLeader,US/Eastern,Goal-Setting-Belongingness,6,TRUE,Tell everyone why they are valuable during the team meeting.,,,I will hold a Team meeting and ask for suggested changes to our existing procedures.,,Belongingness,
16721798,AcademicThunder,MCLeader,US/Eastern,Goal-Setting,2,FALSE,I will compliment an employee on her particular skill at completing assignments early.,,,I will tell them when they have completed a significant task particularly well.,,Uniqueness,
16721798,AcademicThunder,MCLeader,US/Eastern,Goal-Setting,3,TRUE,Im hoping to compliment an employee on her unique method of resolving issues with clients.,,,"As I said, I plan to complement an employee on her unique method of resolving issues with clients.",,Uniqueness,
16721798,AcademicThunder,MCLeader,US/Eastern,Goal-Setting,4,TRUE,I will talk to her and compliment her on it.,,,I will compliment my team member on her unique method of resolving conflicts.,,Uniqueness,
16721798,AcademicThunder,MCLeader,US/Eastern,Goal-Setting-Belongingness,3,TRUE,I will ensure everyone has a chance to speak in today's team meeting.,,,We are always open to change and improvement on our team.,,Belongingness,
16721798,AcademicThunder,MCLeader,US/Eastern,Goal-Setting-Belongingness,4,TRUE,I will.mwet with all team members today to check their progress.,,,I will work with all team members today to check their progress.,,Belongingness,
16721798,AcademicThunder,MCLeader,US/Eastern,Goal-Setting-Belongingness,2,TRUE,Nothing. I took a sick day today.,,,None. I am not feeling well so I took a sick day today.,,Belongingness,
96203484,PowerfulGrowth,ControlLeader,Europe/London,Goal-Setting-Belongingness,3,TRUE, Achievable|To complete the plan on the cocktail line within the shift,To say Thankyou to staff members at the end of the shift,, Relevant|Helping Tony with sauce today,,Belongingness,
96203484,PowerfulGrowth,ControlLeader,Europe/London,Goal-Setting-Belongingness,4,TRUE, Specific|To not stress out at les about the line,,, Measurable|To work with les to improve the efficiency of the line,,Belongingness,
96203484,PowerfulGrowth,ControlLeader,Europe/London,Goal-Setting,5,TRUE,I will work with Craig to increase his numerical skills,,,,,Uniqueness,
96203484,PowerfulGrowth,ControlLeader,Europe/London,Goal-Setting-Belongingness,2,TRUE, Measurable|Today I am going to resolve the conflict between Craig and Steve,,, Relevant|Today I am going to retrain on brining paperwork,,Belongingness,
96203484,PowerfulGrowth,ControlLeader,Europe/London,Goal-Setting,3,TRUE,I will work with Phil today training on knife handling,,,,,Uniqueness,
96203484,PowerfulGrowth,ControlLeader,Europe/London,Goal-Setting,2,TRUE,Take Phil to complete dolavs,,, Plan attainment completed|Say Thankyou to every team member at the end of shift,,Uniqueness,
96203484,PowerfulGrowth,ControlLeader,Europe/London,Goal-Setting,1,TRUE, Time bound|Time bound complete all work today,,,I will praise Ryan today on a job well done,,Uniqueness,
96203484,PowerfulGrowth,ControlLeader,Europe/London,Goal-Setting,4,TRUE, Time bound|To get cutting completed with the staff by 10 am,,,Today I am going to teach Anita how to cut mackerel efficiently,,Uniqueness,
32568439,AcademicThunder,MCLeader,Europe/London,Goal-Setting,2,FALSE, Send| Finish| Bye|[No Response],,"I’ll send personalized appreciation messages to five of my team members today, completing it by the end of the workday to boost morale.",,,Uniqueness,Appreciation
58209981,PowerfulGrowth,ControlLeader,US/Pacific,Goal-Setting,1,TRUE,I want to do a recap of last week's work with PY and ask for what we could have done better as a team.,,"During today's standup meeting, I want to acknowledge PY's tremendous contributions to the completion of the project",,,Uniqueness,Appreciation
58209981,PowerfulGrowth,ControlLeader,US/Pacific,Goal-Setting,4,TRUE,I want to ask them what skillset they want to learn next,,I would like to hand out praise to one person today,,,Uniqueness,Appreciation
58209981,PowerfulGrowth,ControlLeader,US/Pacific,Goal-Setting-Belongingness,6,TRUE,I want to spotlight a different team member during our meeting,,I want to introduce my team to different person in the organization,,,Belongingness,OrgEfforts
58209981,PowerfulGrowth,ControlLeader,US/Pacific,Goal-Setting-Belongingness,5,TRUE,I will consult with team members to see what teambuild8ng event they want to do next,,I will read the employee handbook to .ake sure I understand the goals of the company,,,Belongingness,OrgEfforts
58209981,PowerfulGrowth,ControlLeader,US/Pacific,Goal-Setting,3,TRUE,I will work with a teammate to prioritize tasks for the current project,,Take them out to lunch today,,,Uniqueness,Appreciation
58209981,PowerfulGrowth,ControlLeader,US/Pacific,Goal-Setting-Belongingness,2,TRUE,I will make sure everyone speaks up once in today's meeting,,I will speak to my team about our company's inclusion goals amd principles,,,Belongingness,OrgEfforts
58209981,PowerfulGrowth,ControlLeader,US/Pacific,Goal-Setting-Belongingness,4,TRUE,I will have everyone learn one thing about another teammate today,,I will talk to my team about 2 organizational goals today,,,Belongingness,OrgEfforts
58209981,PowerfulGrowth,ControlLeader,US/Pacific,Goal-Setting-Belongingness,3,TRUE,I will organize a team building event for next week,,,,,Belongingness,
58209981,PowerfulGrowth,ControlLeader,US/Pacific,Goal-Setting,5,TRUE,Teach them a small skill,, Buy them lunch|I would like to buy them lunch,,,Uniqueness,Appreciation
58209981,PowerfulGrowth,ControlLeader,US/Pacific,Goal-Setting,2,TRUE,I will develop a special training day to teach and answer questions,,I will take my teammates out to lunch to show appreciation once a month,,,Uniqueness,Appreciation
44064909,PowerfulGrowth,ControlLeader,Europe/London,Goal-Setting-Belongingness,1,FALSE,,,,,,,
37104771,AcademicThunder,MCLeader,Europe/London,Goal-Setting,4,TRUE,Analyse all sales data and feedback forms,,,Encouraging best performance with complements,,Uniqueness,
37104771,AcademicThunder,MCLeader,Europe/London,Goal-Setting,2,TRUE,Set them all a design and writing task and showcase the results at the end of day,,,By sharing progress with the rest of the company for our dept,,Uniqueness,
37104771,AcademicThunder,MCLeader,Europe/London,Goal-Setting,3,TRUE,Have a team building session,,,,,Uniqueness,
37104771,AcademicThunder,MCLeader,Europe/London,Goal-Setting,1,TRUE,I want to finish my tender this morning,I want to get ideas from the team as to how we can improve our images|I want to reward the best design to the person who worked hard and impressed the rest of the team,,I will buy lunch this afternoon,,Uniqueness,
37104771,AcademicThunder,MCLeader,Europe/London,Goal-Setting-Belongingness,3,TRUE,2nd team building lunch meeting,,,,,Belongingness,
37104771,AcademicThunder,MCLeader,Europe/London,Goal-Setting-Belongingness,2,TRUE,Bring everyone together to discuss survey results which will be kept anonymous,,,Doing a surbey for me team,,Belongingness,
37104771,AcademicThunder,MCLeader,Europe/London,Goal-Setting-Belongingness,4,TRUE,I want them to share their learning desires and see if they align with their colleagues so that we can develop group initiatives,,,Introducing new learning and development programme that I have been working on today,,Belongingness,
37104771,AcademicThunder,MCLeader,Europe/London,Goal-Setting,5,TRUE,I want to create a presentation,,,,,Uniqueness,
20978425,AcademicThunder,MCLeader,US/Pacific,Goal-Setting,3,TRUE,has a specific time frame within which the goal should be reached,,completing the goal brings you closer to your or your team's longer-term goals,,,Uniqueness,Appreciation
20978425,AcademicThunder,MCLeader,US/Pacific,Goal-Setting-Belongingness,3,TRUE,"Today, I will try to recognise and resolve obstacles such as lack of my knowledge to achieve my goal.",,,,,Belongingness,
20978425,AcademicThunder,MCLeader,US/Pacific,Goal-Setting-Belongingness,6,TRUE,"Today, I will try to recognise and resolve obstacles such as lack of my knowledge to achieve my goal.",,I feel that the goals are being done pretty well and I could focus more on them,,,Belongingness,OrgEfforts
20978425,AcademicThunder,MCLeader,US/Pacific,Goal-Setting-Belongingness,4,TRUE,"Today, I will try to recognise and resolve obstacles such as lack of my knowledge to achieve my goal.",,"Today, I will try to recognise and resolve obstacles such as lack of my knowledge to achieve my goal.",,,Belongingness,OrgEfforts
20978425,AcademicThunder,MCLeader,US/Pacific,Goal-Setting-Belongingness,5,TRUE,"Today, I will try to recognise and resolve obstacles such as lack of my knowledge to achieve my goal.",,,,,Belongingness,
20978425,AcademicThunder,MCLeader,US/Pacific,Goal-Setting-Belongingness,2,TRUE,I will ensure everyone has a chance to speak in today's team meeting.,,* I will meet [team member] to prioritize and schedule trainings for them after today's lunch.,,,Belongingness,OrgEfforts
20978425,AcademicThunder,MCLeader,US/Pacific,Goal-Setting,5,TRUE,- completing the goal brings you closer to your or your team's longer-term goals,,,,,Uniqueness,
20978425,AcademicThunder,MCLeader,US/Pacific,Goal-Setting,4,TRUE,* I will meet [team member] to prioritize and schedule trainings for them after today's lunch.,,* I will meet [team member] to prioritize and schedule trainings for them after today's lunch.,,,Uniqueness,Appreciation
20978425,AcademicThunder,MCLeader,US/Pacific,Goal-Setting,2,TRUE,* I will offer guidance to [team member] at our meeting today.,* I will offer guidance to [team member] at our meeting today.,I would like to show my appreciation to the team member for making there sales goal today and make the customer ply with their performance in a timely matter.,,,Uniqueness,Appreciation
63595355,PowerfulGrowth,ControlLeader,Europe/London,Goal-Setting,5,TRUE,|I will work with my team to encourage individual contributions in today's meeting,,,,,Uniqueness,
63595355,PowerfulGrowth,ControlLeader,Europe/London,Goal-Setting,4,TRUE,I will schedule a meeting today too discuss training requirements with our junior team member,,,I will point out and congratulate colleague success in today's meeting,,Uniqueness,
63595355,PowerfulGrowth,ControlLeader,Europe/London,Goal-Setting-Belongingness,3,TRUE,[No Response],,,,,Belongingness,
63595355,PowerfulGrowth,ControlLeader,Europe/London,Goal-Setting,1,TRUE,I will make time for backlog review this afternoon,,,,,Uniqueness,
63595355,PowerfulGrowth,ControlLeader,Europe/London,Goal-Setting,2,TRUE,I will schedule knowledge transfer sessions for team members today,,,I will thank colleagues for their contributions during meetings this week.,,Uniqueness,
63595355,PowerfulGrowth,ControlLeader,Europe/London,Goal-Setting,3,TRUE,I will encourage my colleagues to express their own views and opinions on meetings today,,,,,Uniqueness,
54520550,PowerfulGrowth,ControlLeader,Europe/London,Goal-Setting,5,TRUE,I will check in on people and see if they need anything,,,I will praise the continuous effort through the period of growth and business, undefined|I want to make sure all goals set out for today are complete,Uniqueness,
54520550,PowerfulGrowth,ControlLeader,Europe/London,Goal-Setting-Belongingness,3,FALSE, No|[No Response],,,,,Belongingness,
